Name,UrlRV,URLYeti,Total Customs Clearances,Total Shipments,Customs Broker,Trade Data, Port Type
"Smooth-On","https://app.revenuevessel.com/dashboard/importers/efd40280-84aa-461b-9fd3-96808698f178",10,16,"SEKO CUSTOMS BROKERAGE INC.-7, UPS SUPPLY CHAIN SOLUTION-3","China-8, India-8", "Ambiguous-5, Cross Border-4, Ocean-1"
"LaMotte","https://app.revenuevessel.com/dashboard/importers/f9e6f82c-4b02-4ffe-ab5c-55b330456702",10,24,"POLARIS DEVELOPMENT CORPORATION-5, UPS SUPPLY CHAIN SOLUTION-3, EXPEDITORS INTERNATIONAL-2","China-22, South Korea-2", "Ocean-7, Parcel-2, Cross Border-1"
"Momar","",,,"","", ""
"Advanced Polymer Coatings","",,,"","", ""
"NCFI Polyurethanes","",,,"","", ""
"RICCA CHEMICAL","https://app.revenuevessel.com/dashboard/importers/0c8bc248-9c02-4ac8-8ba9-8e3717401918",16,,"DHL EXPRESS (USA) INC.-16","", "Parcel-16"
"SOCMA","",,,"","", ""
"Demilec","https://app.revenuevessel.com/dashboard/importers/7a34394a-3972-4eef-83f8-3791a2fcf3d9",1171,,"UPS SUPPLY CHAIN SOLUTION-1171","", "Cross Border-1170, Air-1"
"PBI-Gordon","https://app.revenuevessel.com/dashboard/importers/4d912439-77d7-4909-945a-f16b00d6dfb6",36,48,"SCARBROUGH INTERNATIONAL, LTD-36","China-29, South Korea-12, Japan-7", "Rail-26, Ambiguous-7, Ocean-3"
"NanoTech Materials","",,,"","", ""
"Cardolite","https://app.revenuevessel.com/dashboard/importers/e7375223-0632-4f07-b9cb-76d9076c6702",359,838,"JW HAMPTON JR & CO-359","India-509, Sri Lanka-150, China-90", "Ambiguous-331, Ocean-17, Cross Border-6, Rail-3, Air-2"
"Technic","https://app.revenuevessel.com/dashboard/importers/2d1acaf7-1318-44db-97b5-0bd1547059c7",119,43,"JAS FORWARDING (USA), INC.-77, BENJAMIN F DEFAZIO-12, KINTETSU WORLD EXPRESS (USA) INC-12","South Korea-29, France-29, Taiwan-20", "Air-61, Ambiguous-23, Ocean-19, Cross Border-15, Parcel-1"
"KMG","https://app.revenuevessel.com/dashboard/importers/ff269a31-82d9-48cf-83c3-520b4d48da78",,,"","", ""
"ITW Pro Brands","",,,"","", ""
"Galata Chemicals","https://app.revenuevessel.com/dashboard/importers/fe71a5d4-499e-4262-9f7a-c0897571246c",439,382,"YAMATO TRANSPORT USA INC-286, LIVINGSTON INTERNATIONAL INC.-153","Germany-76, South Korea-55, Japan-53", "Cross Border-259, Ocean-158, Air-22"
"The Lebermuth","https://app.revenuevessel.com/dashboard/importers/c297f594-a30f-4fb0-a5f5-4d3ffde8711d",213,160,"SEKO CUSTOMS BROKERAGE INC.-193, DHL EXPRESS (USA) INC.-20","India-47, China-35, Singapore-22", "Ambiguous-186, Cross Border-12, Parcel-11, Air-3, Rail-1"
"SWD","",,,"","", ""
"Target Specialty Products","",,,"","", ""
"Indorama Ventures Xylenes &","https://app.revenuevessel.com/dashboard/importers/10a44af2-b17e-48af-8e34-bb446eb1ac98",107,818,"BDP INTERNATIONAL-107","South Korea-158, China-121, Netherlands-118", "Ocean-104, Air-3"
"American Welding & Gas","https://app.revenuevessel.com/dashboard/importers/760917bc-a59b-4b3d-b725-78bd53e17c21",28,9,"UPS SUPPLY CHAIN SOLUTION-23, EXPEDITORS INTERNATIONAL-3, TEAM CUSTOMS BROKERAGE INC-2","China-12", "Cross Border-23, Air-3, Rail-2"
"Kayaku Advanced Materials","https://app.revenuevessel.com/dashboard/importers/3569430a-a0a0-4a97-903c-2195772f2684",12,66,"SARATOGA FORWARDING CO, INC.-8, DHL EXPRESS (USA) INC.-4","Japan-32, South Korea-17, China-15", "Air-5, Parcel-4, Ocean-3"
"GreenChem Industries","https://app.revenuevessel.com/dashboard/importers/06e095a5-e06c-4d53-9c5b-101a725f3326",720,,"GREENCHEM INDUSTRIES LLC-682, LETTYS GONZALEZ-27, CHARLES HAPPEL, INC.-11","", "Ocean-354, Ambiguous-328, Cross Border-38"
"Chemence","https://app.revenuevessel.com/dashboard/importers/3ebfc302-0bc6-477d-b107-a9e858c58582",99,,"OTS ASTRACON LLC-99","", "Ocean-56, Air-42, Ambiguous-1"
"International Process Plants","https://app.revenuevessel.com/dashboard/importers/bd2fb9d1-28ef-44fc-a05e-7305cf2e9d99",3,14,"JOHN F KILROY CO. INC-3","Germany-4, India-2", "Ocean-2, Ambiguous-1"
"INEOS Acetyls","https://app.revenuevessel.com/dashboard/importers/9c348125-0331-427c-bfe9-b3b3a24b0cc4",2200,150,"LIVINGSTON INTERNATIONAL INC.-2200","Oman-53, Belgium-27, Spain-20", "Cross Border-1825, Ambiguous-180, Ocean-175, Rail-16, Air-4"
"Parchem","https://app.revenuevessel.com/dashboard/importers/6a77075b-7501-4951-84f4-a853f8115534",165,,"ARIES GLOBAL LOGISTICS, INC.-162, DHL EXPRESS (USA) INC.-3","", "Ambiguous-72, Ocean-54, Air-33, Parcel-3, Rail-3"
"American Coatings Show","",,,"","", ""
"Thatcher","https://app.revenuevessel.com/dashboard/importers/ed2ab3db-5c21-4f9d-a8bf-0069ce16c6a6",111,235,"MBC BROKERS, INC.-111","China-170, South Korea-53, Japan-10", "Ocean-63, Rail-41, Ambiguous-7"
"Chemco Products","https://app.revenuevessel.com/dashboard/importers/6d062c56-866e-419a-97e8-a99350cc9fb6",4,,"WOODLAND BROKERAGE INC-4","", "Ambiguous-4"
"The Shepherd Chemical","https://app.revenuevessel.com/dashboard/importers/e369e8da-bb7f-4075-a59c-fa7b090b55d2",16,48,"CEVA INTERNATIONAL, INC.-16","United Kingdom-29, Panama-10, China-7", "Ocean-8, Air-6, Cross Border-1, Ambiguous-1"
"Gelest","",,,"","", ""
"Helm US","",,,"","", ""
"BAYSTAR","https://app.revenuevessel.com/dashboard/importers/832cacd6-30f6-42f5-a2e3-89de8676f091",3,2,"BDP INTERNATIONAL-3","Germany-5", "Air-3"
"Avista Technologies","",,,"","", ""
"Nature Coatings","",,,"","", ""
"HA International","https://app.revenuevessel.com/dashboard/importers/1625cfaf-d907-493f-b95c-8ac9481bd3a7",68,4,"ARIES GLOBAL LOGISTICS, INC.-34, BDP INTERNATIONAL-33, STRAUNS CUSTOMHOUSE BROKERS, LLC-1","South Africa-15", "Cross Border-33, Ocean-20, Air-11, Ambiguous-4"
"Harrell's","https://app.revenuevessel.com/dashboard/importers/366d9f2d-c53f-451f-a781-44193916077d",34,95,"CARMICHAEL INTERNATIONAL SERVICE-34","Netherlands-57, Belgium-52", "Ocean-16, Air-14, Rail-2, Ambiguous-2"
"Phoenix Equipment","",,,"","", ""
"Ecoservices","https://app.revenuevessel.com/dashboard/importers/4d209e98-69e0-4bc8-970a-dadbae12cb19",848,,"LIVINGSTON INTERNATIONAL INC.-848","", "Cross Border-846, Ocean-2"
"Global Graphene","https://app.revenuevessel.com/dashboard/importers/214192c8-8396-477f-b00f-a0079995b4a0",1,,"LISA RAGAN CUSTOMS BROKERAGE INC.-1","", "Ambiguous-1"
"EMCO Chemical Distributors","https://app.revenuevessel.com/dashboard/importers/c5b7bbff-3373-48f7-9d66-00f81eb08271",183,354,"R S EXPRESS, INC-183","South Korea-114, China-91, Italy-49", "Ambiguous-174, Cross Border-6, Rail-3"
"ChemDAQ","",,,"","", ""
"Arylessence","",,,"","", ""
"North American Composites","https://app.revenuevessel.com/dashboard/importers/5a2e06b7-1d8e-4a11-b351-0baa58e9d8a0",98,256,"NORTHPOINT FORWARDING, LLC-53, LIVINGSTON INTERNATIONAL INC.-33, RUSSELL A. FARROW (U.S.) INC.-12","Taiwan-163, China-37, Spain-20", "Rail-46, Cross Border-33, Ocean-13, Ambiguous-5, Air-1"
"Phoenix Flavors & Fragrances","",,,"","", ""
"NOBCChE","",,,"","", ""
"Scientific Design","https://app.revenuevessel.com/dashboard/importers/c927b7e7-4474-4a66-be0a-cf33eb4e613a",6,4,"MID AMERICA OVERSEAS, INC.-6","Spain-3, China-3", "Ambiguous-5, Air-1"
"OCI Chemical","",,,"","", ""
"Travertine","",,,"","", ""
"Rhino Linings","https://app.revenuevessel.com/dashboard/importers/93a0521d-dce5-4528-ae7b-d0c33e8c9fd5",3,25,"A&A CONTRACT CUSTOMS BROKERS USA-2, AFC INTERNATIONAL, LLC-1","Belgium-15, China-4, Germany-2", "Cross Border-2, Ocean-1"
"Abstrax Tech","",,,"","", ""
"Inhance","https://app.revenuevessel.com/dashboard/importers/05ea4f76-0df0-43a6-8386-67aec7ac6523",3,2,"C-AIR BROKERS & FORWARDERS, INC-3","Brazil-2", "Ocean-3"
"Brulin","https://app.revenuevessel.com/dashboard/importers/6e5a5a6d-50fe-43f5-bc5d-eefe5381f9f6",9,4,"CARGO SERVICES, INC.-9","Belgium-5, France-5", "Air-5, Rail-3, Ocean-1"
"Coastal Chemical","",,,"","", ""
"BioSafe Systems","https://app.revenuevessel.com/dashboard/importers/2217af4c-b34c-4122-b374-9187720d0413",16,,"CUSTOMS BROKER MIAMI, LLC-14, AFC INTERNATIONAL, LLC-2","", "Air-14, Cross Border-2"
"Lintech International","https://app.revenuevessel.com/dashboard/importers/11a2eddc-bd40-46c6-aa2b-9b52c1a5d23d",47,153,"JOHN S JAMES CO-45, LE COPPERSMITH, INC.-1, CUSTOMS.NET, LLC-1","Belgium-39, China-32, South Korea-27", "Ocean-31, Ambiguous-9, Air-5, Cross Border-2"
"MECS","",,,"","", ""
"USALCO","https://app.revenuevessel.com/dashboard/importers/520300e5-59c6-4895-8ba3-5a7b16afaf50",22,30,"C J INTERNATIONAL, INC.-12, WESTERN OVERSEAS CORPORATION-10","Brazil-20, China-6, South Korea-4", "Ocean-14, Ambiguous-8"
"LBB Specialties","https://app.revenuevessel.com/dashboard/importers/b0ff8687-8afa-4bfa-862f-9d683409febf",541,380,"J.M. RODGERS CO., INC.-534, DHL EXPRESS (USA) INC.-5, UPS SUPPLY CHAIN SOLUTION-2","India-139, Belgium-46, France-46", "Ambiguous-312, Ocean-108, Air-75, Rail-23, Parcel-4, Cross Border-4"
"PCC Chemax","https://app.revenuevessel.com/dashboard/importers/3f81aac2-f6af-47ea-a31b-984ba68a0794",43,323,"ROGERS & BROWN CUSTOM BROKERS, INC.-43","Germany-288, Belgium-20, Mexico-8", "Ocean-43"
"CHEMTREC","",,,"","", ""
"ResinTech","",,,"","", ""
"Summit","",,,"","", ""
"Red Spot Paint","https://app.revenuevessel.com/dashboard/importers/5640bccb-c6e0-457e-ba72-bec8f27f83f7",33,,"NANKAI TRANSPORT INTERNATIONAL USA-21, JESUS JR. BRISENO-7, DARTRANSINC-5","", "Ambiguous-20, Cross Border-10, Air-2, Rail-1"
"Whitford Worldwide","",,,"","", ""
"AquaPhoenix Scientific","https://app.revenuevessel.com/dashboard/importers/8cc84d12-a2a1-4bac-890a-de9b5d8e5ef1",98,51,"THUNDERBOLT GLOBAL LOGISTICS, LLC-60, MIDWEST CUSTOM SVCS OF WISC INC-21, DHL EXPRESS (USA) INC.-12","India-54, Bahamas-17, South Korea-10", "Air-39, Cross Border-21, Ocean-21, Parcel-16, Rail-1"
"Nagase America","https://app.revenuevessel.com/dashboard/importers/6549cb64-cd2e-4caf-ac00-0f73ced3cc0a",280,8,"NAGASE AMERICA CORPORATION-267, NIPPON EXPRESS USA, INC.-12, EP LOGISTICS, LLC-1","China-157", "Air-145, Ambiguous-49, Cross Border-36, Rail-24, Ocean-22"
"TCI Powder Coatings","https://app.revenuevessel.com/dashboard/importers/613f1743-d365-4f27-a548-85ced132aa30",16,,"A N DERINGER, INC.-16","", "Cross Border-14, Air-2"
"Indorama Ventures","https://app.revenuevessel.com/dashboard/importers/10a44af2-b17e-48af-8e34-bb446eb1ac98",107,818,"BDP INTERNATIONAL-107","South Korea-158, China-121, Netherlands-118", "Ocean-104, Air-3"
"Midlab","",,,"","", ""
"Graphitic Energy","",,,"","", ""
"Kinnos","",,,"","", ""
"Sciessent","https://app.revenuevessel.com/dashboard/importers/781d1969-de0f-4d66-9ada-523d54f70fff",3,4,"DOLLIFF & CO INC-3","Vietnam-3, Japan-3", "Air-1, Cross Border-1, Ocean-1"
"IRIS Tech","",,,"","", ""
"Halocarbon","https://app.revenuevessel.com/dashboard/importers/f3158b9d-2afe-47b5-a269-979123687269",64,107,"LISA RAGAN CUSTOMS BROKERAGE INC.-45, J.O. ALVAREZ, INC.-13, SMITH AIR INC-6","India-40, Belgium-22, Oman-16", "Ocean-49, Cross Border-15"
"Nichino America","https://app.revenuevessel.com/dashboard/importers/a8207254-4967-4572-86bd-942df246a99f",60,61,"MONTGOMERY INTL-21, MITSUBISHI LOGISTICS AMERICA CORP-20, FUTURE FORWARDING COMPANY-13","Japan-39, South Korea-28, India-19", "Air-37, Ocean-17, Cross Border-6"
"Continental Research","",,,"","", ""
"Tastepoint by IFF","",,,"","", ""
"The Shepherd Color","https://app.revenuevessel.com/dashboard/importers/a4058d4c-f050-4a9b-8412-2afaf65a7ccc",53,,"SCHENKER, INC.-46, UWL, INC.-4, CEVA INTERNATIONAL, INC.-3","", "Air-43, Ocean-7, Ambiguous-3"
"Berryman Chemical","https://app.revenuevessel.com/dashboard/importers/3c7d5d67-5bb3-4b3b-8487-9a559ea2f857",62,,"LIVINGSTON INTERNATIONAL INC.-52, UTC OVERSEAS, INC.-9, INTERNATIONAL TRINITY CUSTOMS BROKE-1","", "Cross Border-53, Ocean-9"
"Coim USA","",,,"","", ""
"Ortec","",,,"","", ""
"Cornerstone Chemical Company","https://app.revenuevessel.com/dashboard/importers/d9c2688a-7b45-4541-a528-2ac373069c8a",2,,"GILSCOT-GUIDROZ INTERNATIONAL CO.,-2","", "Ocean-2"
"Sea-Land Chemical","https://app.revenuevessel.com/dashboard/importers/d321c666-11c4-4906-b6a0-d5f9e4756749",77,82,"BDP INTERNATIONAL-63, CARGOTRANS INC-14","Netherlands-83, Belgium-6", "Ambiguous-59, Air-8, Rail-6, Ocean-2, Cross Border-2"
"National Chemical Laboratories","https://app.revenuevessel.com/dashboard/importers/e829301a-7978-4fda-8770-08c3a06e6f83",5,12,"NIPPON EXPRESS USA, INC.-5","Taiwan-12", "Ambiguous-5"
"Vigon International, an Azelis","https://app.revenuevessel.com/dashboard/importers/46c1a9d2-6050-4a03-8f10-1bc9af3c3e70",460,,"DSV AIR & SEA, INC.-458, DHL EXPRESS (USA) INC.-2","", "Ambiguous-320, Air-126, Ocean-8, Cross Border-4, Parcel-2"
"NAQ Global Companies","https://app.revenuevessel.com/dashboard/importers/adf3635c-95eb-4e1e-8518-69f48f051e8c",1,,"AMERICAN SHIPPING COMPANY, INC.-1","", "Ocean-1"
"Nippon Paint Automotive Americas","https://app.revenuevessel.com/dashboard/importers/4f02cc5c-b4ae-475b-9d6d-4e8ae1739c51",,929,"","Japan-804, South Korea-106, Mexico-10", ""
"Seaboard Energy","",,,"","", ""
"Presperse","https://app.revenuevessel.com/dashboard/importers/c8606cfc-8fc2-4fea-81a2-74c061f8aa42",193,398,"VANTEC HITACHI TRANSPORT SYSTEM (US-79, JAMES J. BOYLE & CO.-57, WOODLAND BROKERAGE INC-47","South Korea-174, Belgium-166, France-33", "Ambiguous-125, Air-42, Ocean-16, Cross Border-9, Parcel-1"
"SACHEM","https://app.revenuevessel.com/dashboard/importers/5ac9b53e-2dd5-4ffa-b785-ae42de108b25",128,128,"MATTHEW MILLING-98, SACHEM, INC.-26, D. I. F. CUSTOM BROKERS INC.-4","Belgium-84, Netherlands-51, South Korea-9", "Ocean-98, Air-21, Ambiguous-8, Cross Border-1"
"Epoxy Technology","https://app.revenuevessel.com/dashboard/importers/2b426b31-3b0b-425b-a47c-907215f8ac95",1,,"LISA RAGAN CUSTOMS BROKERAGE INC.-1","", "Cross Border-1"
"Evonik","",,,"","", ""
"Custom Essence","https://app.revenuevessel.com/dashboard/importers/855f6adb-5198-4df8-9b72-2931e9be823e",2,2,"VT MANCUSI INC-2","India-3", "Air-1, Ambiguous-1"
"ProChem","",,,"","", ""
"Ascensus Specialties","https://app.revenuevessel.com/dashboard/importers/f1c1b06f-d633-4d70-9fa3-a0a6b33f02a1",89,96,"ODYSSEY INTERNATIONAL SERVICES, INC-78, J.G. EBERLEIN & CO., INC.-11","China-94, South Korea-2", "Ocean-81, Ambiguous-8"
"3V Sigma USA","https://app.revenuevessel.com/dashboard/importers/f0ff35fb-7ec7-461f-a02c-82fc5d1f8e26",257,,"3V INC.-255, DHL EXPRESS (USA) INC.-2","", "Ocean-254, Parcel-2, Air-1"
"Jaytech Water Solutions","",,,"","", ""
"Fragrance Resources","",,,"","", ""
"Bleu Garde","",,,"","", ""
"UVA Department of Chemistry","https://app.revenuevessel.com/dashboard/importers/642bc887-1fdb-4167-88a9-cca965126d0a",44,6,"DHL EXPRESS (USA) INC.-26, AIRSCHOTT INC.-15, TECHNO EXPORT INC-3","United Kingdom-20", "Parcel-27, Air-14, Ocean-2, Cross Border-1"
"Everchem Specialty Chemicals","https://app.revenuevessel.com/dashboard/importers/92280083-fb67-4c17-b04a-74dbd00d5a88",30,65,"ANA LINK, LTD-19, CARMICHAEL INTERNATIONAL SERVICE-8, BDP INTERNATIONAL-3","South Korea-51, Germany-6, Belgium-6", "Ambiguous-23, Ocean-5, Parcel-1, Cross Border-1"
"Visionary Fiber","",,,"","", ""
"TransChemical","https://app.revenuevessel.com/dashboard/importers/91ed8147-b0a9-4260-8f08-04c21de00fc0",34,4,"FT. MYERS INTL. FORWARDING, INC.-19, COLUMBIA (DAO HENG) LOGISTICS INC.-8, LILLIAN MAE-PAYNTER SOZA-5","Belgium-5", "Ambiguous-18, Rail-13, Ocean-2, Air-1"
"IBC Advanced Technologies","",,,"","", ""
"Creative Engineers","",,,"","", ""
"HIS Paint Manufacturing","",,,"","", ""
"SynaTek Solutions","https://app.revenuevessel.com/dashboard/importers/44c924d2-aa2e-480b-8f16-12c0f6f52201",,,"","", ""
"Hydro-Chem Systems","",,,"","", ""
"The Seydel Companies","https://app.revenuevessel.com/dashboard/importers/9ba1186d-3bc3-4c7c-9fde-d780c48a182d",5,6,"DJ POWERS CO INC.-5","Germany-6", "Ocean-5"
"Capis Medical","",,,"","", ""
"Wesmar Company","https://app.revenuevessel.com/dashboard/importers/c78a9331-3e80-48e5-a109-5d1393f5d935",3,6,"INTERNATIONAL BROKERAGE INC.-3","France-6", "Ocean-3"
"Magnablend","",,,"","", ""
"Hangsterfer's Laboratories","https://app.revenuevessel.com/dashboard/importers/a1966018-c9e4-45dd-89cb-b5ff5e98d974",1,,"OREGON INTERNATIONAL AIR FREIGHT CO-1","", "Air-1"
"Connection Chemical, LP","https://app.revenuevessel.com/dashboard/importers/3c0fcd54-60b6-4b6d-92fb-35e05fc6220c",990,,"FLEXPORT CUSTOMS LLC-487, T H WEISS INC-369, BDP INTERNATIONAL-134","", "Ocean-615, Ambiguous-312, Cross Border-48, Air-8, Rail-2"
"American Chemical Technologies","https://app.revenuevessel.com/dashboard/importers/246c557a-e7cc-4ad6-9cfc-e66813d1dbe5",3,,"C & C CUSTOMS BROKERAGE, INC.-3","", "Cross Border-3"
"PureTech Scientific","",,,"","", ""
"Seacole","",,,"","", ""
"The Starco","https://app.revenuevessel.com/dashboard/importers/395072a0-79a1-4b76-a29c-0209a6db331f",,23,"","China-17, South Korea-6", ""
"Capitol Scientific","",,,"","", ""
"MD Chemicals","",,,"","", ""
"Research Solutions Group","",,,"","", ""
"Chemia","",,,"","", ""
"Trecora Wax","",,,"","", ""
"NuGenTec","",,,"","", ""
"KU Center for Environmentally Beneficial Catalysis","",,,"","", ""
"TRCC","https://app.revenuevessel.com/dashboard/importers/f4af50ce-362b-4097-a1d0-7b14070ed476",175,104,"ALLEGIANCE CUSTOMS BROKERAGE, LLC-92, TQ CUSTOMS BROKERAGE, LLC-51, CUSTOMS SERVICES & SOLUTIONS, INC.-18","Vietnam-93, Taiwan-8, China-4", "Ocean-170, Cross Border-4, Air-1"
"InChem Rock Hill","",,,"","", ""
"Bercen is now Aurorium","",,,"","", ""
"Obiter Research","",,,"","", ""
"CROSSCHEM","https://app.revenuevessel.com/dashboard/importers/c1e8ef27-5f66-4332-a140-67ff83f267c0",8,,"WTS CUSTOMS BROKERAGE CO INC-8","", "Air-4, Ambiguous-3, Rail-1"
"Industrial Test Systems","",,,"","", ""
"Epic Resins","",,,"","", ""
"Tulstar Products","https://app.revenuevessel.com/dashboard/importers/47f76604-469d-4adf-98ef-02a547ecbc76",83,131,"UPS SUPPLY CHAIN SOLUTION-83","South Korea-51, China-38, India-20", "Ocean-72, Ambiguous-10, Cross Border-1"
"IKI Manufacturing","https://app.revenuevessel.com/dashboard/importers/69088462-dd35-4223-b50a-b87641b5bb49",28,2,"XPO CUSTOMS CLEARANCE SOLUTIONS, LL-28","China-2", "Ambiguous-28"
"Biopharma PEG Scientific","",,,"","", ""
"NexTech Materials","",,,"","", ""
"PCI Nitrogen","",,,"","", ""
"Hawk Research Laboratories","https://app.revenuevessel.com/dashboard/importers/6a50f484-8d19-4e21-90e4-3d08dcec34cf",1,,"JOSEPH SMITH CUSTOMHOUSE BROKER INC-1","", "Ambiguous-1"
"EPL Bio Analytical Services","",,,"","", ""
"DKSH USA","https://app.revenuevessel.com/dashboard/importers/3db855f1-a35c-4b6b-a869-5006c0fe9bb0",141,129,"EUGENIO F RICCI-128, CHUN TUNG CHU-11, DHL EXPRESS (USA) INC.-2","Spain-39, Germany-23, Canada-22", "Ambiguous-70, Air-32, Rail-27, Ocean-9, Parcel-2, Cross Border-1"
"Sea Foam Sales","",,,"","", ""
"Aldon","https://app.revenuevessel.com/dashboard/importers/8524c7f2-f5ae-418b-b5c4-ea3a8f36f7ce",7,,"PORT BROKERS INC-7","", "Air-7"
"Power Dream","",,,"","", ""
"Polyset","https://app.revenuevessel.com/dashboard/importers/ac7939f3-b62a-46ee-93a9-9c5a8e5156b2",12,2,"MAINFREIGHT INC.-11, TRANS-BORDER GLOBAL FREIGHT SYSTEMS-1","Taiwan-3", "Ambiguous-11, Air-1"
"Bell Performance","https://app.revenuevessel.com/dashboard/importers/7ea6bb78-ca85-4fe1-92a4-8377ec04a684",2,,"UPS SUPPLY CHAIN SOLUTION-2","", "Parcel-2"
"DD Chemco","https://app.revenuevessel.com/dashboard/importers/2fae27ad-644f-48ce-bb3f-c7eab9ffd1a6",14,48,"DHL EXPRESS (USA) INC.-6, BTX CUSTOMS BROKERS LLC-4, K & G CUSTOMS SERVICE, INC.-3","South Korea-31, Germany-4, Japan-2", "Parcel-6, Air-5, Ocean-3"
"FSTI","https://app.revenuevessel.com/dashboard/importers/5f505e6b-ce51-4823-b34f-b6272cfadbe1",,,"","", ""
"Royce","https://app.revenuevessel.com/dashboard/importers/598018bc-5696-455f-9d91-6837ade22f04",217,659,"MARA SHIPPING INC-217","India-534, China-39, Oman-28", "Ocean-120, Ambiguous-94, Air-3"
"Wright Brothers Global Gas","",,,"","", ""
"ULTRA Scientific","",,,"","", ""
"oelheld U.S.","https://app.revenuevessel.com/dashboard/importers/eef1bbe0-8288-44f3-b953-22346b78ccbf",31,6,"AMERICAN LAMPRECHT TRANSPORT, INC.-12, SCARBROUGH INTERNATIONAL, LTD-11, SCHENKER, INC.-7","Germany-16", "Ambiguous-25, Air-6"
"Seeler Industries","https://app.revenuevessel.com/dashboard/importers/f9998987-f7b6-4e54-86c1-fff2ca829d03",,,"","", ""
"Tethis","",,,"","", ""
"Gates Engineered Lubricants","",,,"","", ""
"North Woods, Proudly Part of BradyPLUS","",,,"","", ""
"PermaSafe Middle East","",,,"","", ""
"LCY Elastomers LP","https://app.revenuevessel.com/dashboard/importers/c2c376c2-2b08-4ea9-b7fc-a299b15c2e27",264,498,"ARGENTS AIR EXPRESS LIMITED-264","Taiwan-474, China-46, Colombia-13", "Ocean-154, Rail-45, Air-37, Ambiguous-28"
"Apache Nitrogen Products","",,,"","", ""
"Worwag Coatings","https://app.revenuevessel.com/dashboard/importers/f4718272-cd0d-4105-a55b-d640e01a1a7f",70,129,"SCHENKER, INC.-65, RADIX GROUP INTERNATIONAL INC-4, DELMAR INTERNATIONAL (N.Y.) INC.-1","Netherlands-102, Germany-46, Italy-4", "Ambiguous-25, Air-22, Ocean-19, Cross Border-4"
"Ames Goldsmith","https://app.revenuevessel.com/dashboard/importers/66dc690a-9a6e-409a-be2d-5596613aa278",10,,"JAMES CURRAN & CO., INC.-9, TRANS-BORDER GLOBAL FREIGHT SYSTEMS-1","", "Ambiguous-4, Ocean-4, Cross Border-2"
"Reliant Gases","",,,"","", ""
"Isotec International","https://app.revenuevessel.com/dashboard/importers/91fa1148-bf43-42e3-8cd9-b6b4bd6cb474",1,4,"LIVINGSTON INTERNATIONAL INC.-1","South Korea-2, Taiwan-2", "Cross Border-1"
"Eastern Technologies","https://app.revenuevessel.com/dashboard/importers/809dd361-e010-426a-beae-2012f13aa9c0",129,424,"MALLORY ALEXANDER INT'L LOGISTICS-129","China-315, South Korea-69, Dominican Republic-18", "Ocean-122, Rail-7"
"Advanced Refractory Metals","",,,"","", ""
