"Find companies","legal_name","Normalize Company Name","company_name","Description","Primary Industry","Size","Type","hq_location","Country","domain","LinkedIn URL","Exports Status","Perplexity AI","Update People Search (Find people Table) - 2025-07-23T00:23:14.108Z","Update People Search (Find people Table) - 2025-07-23T05:01:32.416Z","Update People Search (Find people Table) - 2025-07-25T07:31:30.042Z"
,"Cook Paint and Varnish Company","✅ Cook Paint and Varnish","Cook Paint and Varnish",,"Chemical Manufacturing","11-50 employees",,"KCMO, MO","United States",,"https://www.linkedin.com/company/cook-paint-and-varnish-company",,,,,
,"SGE HOLDINGS, INC","✅ SGE HOLDINGS","SGE HOLDINGS",,"Chemical Manufacturing","51-200 employees",,"Louisville, Kentucky","United States",,"https://www.linkedin.com/company/sge-holdings-inc",,,,,
,"Columbia Shipping Inc","✅ Columbia Shipping","Columbia Shipping",,"Chemical Manufacturing","11-50 employees",,"Jamaica, New York","United States","columbia-shipmanagement.com","https://www.linkedin.com/company/columbia-shipping-inc",,,,,
,"Allied Material Solutions","✅ Allied Material Solutions","Allied Material Solutions","We offer a wide range of abrasive materials (SiC, Alumina, B4C, Diamond, formulated compounds) and polishing accessories that are aimed at decreasing processing times while elevating customer experience.

Our three core principals are: provide state-of-the art product performance, find innovative solutions to technical challenges, and build lasting relationships with customers, employees and community through sustainability, reliability and trust.","Chemical Manufacturing","11-50 employees","Privately Held","Hanover, Maryland","United States","alliedmaterialsolutions.com","https://www.linkedin.com/company/allied-material-solutions",,,,,
,"ICI Paint","✅ ICI Paint","ICI Paint",,"Chemical Manufacturing","11-50 employees",,"Wilkes Barre, Pennsylvania","United States",,"https://www.linkedin.com/company/ici-paint",,,,,
,"Irrh North America","✅ Irrh North America","Irrh North America","IRRH Specialty Chemicals India Limited has been producing functional plastics additives, thickeners, lubricants and releasing agents with its indigenous technology and has been leading the specialty chemical market with its superior technical expertise.
Based on accumulated technical expertise and excellent research
capability, we are creating new products for the 21st century.We always strive to provide our customers complete satisfaction and try to impress them with our innovative products and services, at all times.We, research and develop novel products and technology continuously. Also we promise to develop and provide quality solutions for your additive queries always.","Chemical Raw Materials Manufacturing","11-50 employees","Privately Held","Frackville, Pennsylvania","United States","irrhusa.com","https://www.linkedin.com/company/irrh-specialty-chemicals",,,,,
,"Smith Ecological Systems","✅ Smith Ecological Systems","Smith Ecological Systems","Smith Ecological Systems was founded over 30 years ago to provide quality products and services to meet the growing demand for new chemical feed system solutions.

We are proud of the reputation we have earned over the years for reliability and expertise.

Whether designing a new system, upgrading an existing one or just keeping the old one running,  Smith Ecological Systems can help!","Chemical Manufacturing","11-50 employees","Public Company","Rockford, IL","United States","smithecological.com","https://www.linkedin.com/company/smith-ecological-systems",,,,,
,"Patriot Chemicals","✅ Patriot Chemicals","Patriot Chemicals",,"Chemical Manufacturing","11-50 employees",,"Baton Rouge, Louisiana","United States","patriotchemicalsllc.com","https://www.linkedin.com/company/patriot-chemicals",,,,,
,"Advanced Chemical Solutions","✅ Advanced Chemical Solutions","Advanced Chemical Solutions","Advanced Chemical Solutions provides a unique combination of high-performance chemical products with dependable routine service. With leading chemical programs and knowledgeable techs, ACS provides customers, across various industries, with fast-acting and reliable coverage.","Chemical Manufacturing","11-50 employees","Self Owned","Billings, Montana","United States","acsmt.com","https://www.linkedin.com/company/advanced-chemical-solutions",,,,,
,"Plascom Corp","✅ Plascom","Plascom",,"Chemical Manufacturing","11-50 employees",,"Elizabethtown, Kentucky","United States","plascongroup.com","https://www.linkedin.com/company/plascom-corp",,,,,
,"Young Plumbing & Heating Co","✅ Young Plumbing & Heating","Young Plumbing & Heating",,"Chemical Manufacturing","11-50 employees",,"Waterloo, IA","United States","youngphc.com","https://www.linkedin.com/company/young-plumbing-&-heating-co",,,,,
,"American Dispersions, Inc.","✅ American Dispersions","American Dispersions","American Dispersions, Inc. is a family owned and operated business established in 1979 and based in Louisville, Kentucky USA. Being a family business we pride ourselves in putting “people first”. We have embraced building long term relationships with our customers, our employees and our vendors. We are fortunate that from the very beginning our customers, vendors and employees have supported our vision to produce high quality products in a family “people first” atmosphere. We have employees that have been with our company for over 30 years which speaks volumes about our culture and approach to doing business. It’s all about the people, it’s basically in our DNA!

As we have grown we have supported our customer’s expansions into global markets and continue to established business relationships worldwide. We have successfully sold our ADDIOX products to multiple customers on five continents.

Please allow us the opportunity to assist you with your “Aqueous Based Solutions”.

*ADDIOX is a registered trademark of American Dispersions, Inc.","Chemical Raw Materials Manufacturing","11-50 employees","Privately Held","Louisville, Kentucky","United States","americandispersions.com","https://www.linkedin.com/company/americandispersionsinc",,,,,
,"Silbond Corporation","✅ Silbond","Silbond",,"Chemical Manufacturing","11-50 employees",,"Weston, Michigan","United States","silbond.com","https://www.linkedin.com/company/silbond-corporation",,,,,
,"SunRay Scientific Z TACH","✅ SunRay Scientific Z TACH","SunRay Scientific Z TACH","SunRay Scientific (SRS) is a supplier of advanced materials for printed electronics manufacturing and lead free packaging. The company’s key focus is the advancement of green electronics with clean chemistry, which includes development of conductive inks, epoxies and anisotropic conductive adhesives that minimize waste, eliminate use of lead, and reduce carbon footprint in electronics manufacturing.

About ZTACH

    - Bio-compatible (lead free)
    - Fine pitch process (50 micron pad gaps) without additional patterning for individual I/O pads bonding during chip assembly
    - Low temperature process (as low as 70°C)
    - Eliminates the need for underfill in flip chip bonding
   -  Provides excellent thermal conductivity (> 4.5 W/mK) across the entire bond surface
    - Small bond thickness (as low as 15 microns)","Chemical Manufacturing","11-50 employees","Privately Held","Mt Laurel, NJ","United States","sunrayscientific.com","https://www.linkedin.com/company/sunray-scientific-z-tach",,,,,
,"NX Industrial & Facility Supplies Group","✅ NX Industrial & Facility Supplies","NX Industrial & Facility Supplies","NX Industrial and Facilities Supply Group has been serving customers on a national level since 2004. Since June 2015, Australis1623, Inc. and its subsidiaries (NXKEM USA, LLC and NXTEC USA, LLC) have been operating out of our new corporate office in Norcross, GA. The move supports our longer term growth initiatives, has placed us closer to our supplier base and affords our Home Office employees the amenities a world class city such as Atlanta has to offer!  

NXKEM USA, LLC is a specialty chemical manufacturer and distributor serving the MRO industry with high quality formulations and a national presence through our independent sales professionals.

Our representatives and internal staff are eager to help you find the ""Perfect Solution"" for all of your maintenance and cleaning needs. Feel free to contact us with any request or questions at our toll free number, 1-866-992-9729. We would be honored to have one of our team members stop in and introduce you to NXKEM and our extensive product line.

Our service and commitment to our customers is second to none. Orders are processed the day they are received, with the shipments and invoices following within a few days. Our customers enjoy the benefit of having a representative with state-of-the-art technology to aid in order fulfillment. We provide you with the ability to purchase and re-order from your account on our website, with previous purchase history, invoice copies, shipment tracking information and other functions. NxKem provides you access to over 1 million high quality industrial and facility supply products.","Chemical Manufacturing","51-200 employees","Privately Held","Atlanta, Georgia","United States","nxkem.com","https://www.linkedin.com/company/nx-industrial-and-facility-supplies-group",,,,,
,"Calhoun Plastics and Chemicals, Inc.","✅ Calhoun Plastics and Chemicals","Calhoun Plastics and Chemicals","Calhoun Plastics and Chemicals, Inc. is a chemicals company based out of 1139 NEWTOWN LOOP NE, Calhoun, Georgia, United States.","Chemical Manufacturing","11-50 employees","Privately Held","Calhoun, Georgia","United States","calhounplastics.com","https://www.linkedin.com/company/calhoun-plastics-and-chemicals-inc.",,,,,
,"Industrial H2o Inc","✅ Industrial H2o","Industrial H2o",,"Chemical Manufacturing","11-50 employees",,"S San Francisco, California","United States","industrial-h2o.com","https://www.linkedin.com/company/industrial-h2o-inc",,,,,
,"K L Chempak","✅ K L Chempak","K L Chempak",,"Chemical Manufacturing","11-50 employees",,"Philadelphia, Pennsylvania","United States",,"https://www.linkedin.com/company/k-l-chempak",,,,,
,"DSP USA","✅ DSP USA","DSP USA","Exclusive patent holder of the EcoZ system for both consumer and professional use.","Chemical Manufacturing","11-50 employees","Self Owned","Delaware","United States","dspus.info","https://www.linkedin.com/company/dsp-us",,,,,
,"LaRoche Industries Inc.","✅ LaRoche Industries","LaRoche Industries",,"Chemical Manufacturing","11-50 employees",,"Atlanta, GA","United States",,"https://www.linkedin.com/company/laroche-industries-inc-",,,,,
,"Dow Hydrocarbons and Resources LLC","✅ Dow Hydrocarbons and Resources","Dow Hydrocarbons and Resources",,"Chemical Manufacturing","11-50 employees",,"Houston, Texas","United States",,"https://www.linkedin.com/company/dow-hydrocarbons-and-resources-llc",,,,,
,"Preventive Technology, Inc.","✅ Preventive Technology","Preventive Technology","Preventive Technology Inc. is a five year old start up company that is now marketing a recently patented chemical product, Pre-Tec 3000.
 Pre-Tec 3000  is designed to treat all of the following, (but not limited to):
 * wood; lumber
 * engineered wood products
 * any natural fiber product: cellulose, (wood, cotton, flax, bamboo, hemp, straw, etc)
 *  Synthetic/natural blended fiber
 * most synthetic fiber
 *** Pre-Tec 3000 treatment includes the following benefits:****
 * Class ""A"" Fire retardant rating
 * Mold/Mildew inhibition
 * Insect resistance
 * Moisture/weatherization barrier.
 * Environmentally preferred, ""GREEN"" product containing no VOC, (volatile organic compounds). MSDS rated as non hazardous chemical. Requires no special handling or storage. 
 * Shipped as a clear, odorless liquid or as a dry powder that easily mixes in any potable water.","Chemical Manufacturing","11-50 employees","Privately Held","Greenville, SOuth Carolina","United States","pre-tec3000.com","https://www.linkedin.com/company/preventive-technology-inc.",,,,,
,"Chemical Brothers","✅ Chemical Brothers","Chemical Brothers",,"Chemical Manufacturing","11-50 employees",,"San Diego, California","United States","thechemicalbrothers.com","https://www.linkedin.com/company/chemical-brothers",,,,,
,"BEAVER RESEARCH COMPANY","✅ BEAVER RESEARCH","BEAVER RESEARCH",,"Chemical Manufacturing","11-50 employees",,"PORTAGE, Michigan","United States","beaverresearch.com","https://www.linkedin.com/company/beaver-research-company",,,,,
,"Alcoa Flexible Packaging","✅ Alcoa Flexible Packaging","Alcoa Flexible Packaging","A global leader in lightweight metals technology, engineering and manufacturing, Alcoa innovates multi-material solutions that advance our world.","Chemical Manufacturing","51-200 employees",,"Momence, Illinois","United States","alcoa.com","https://www.linkedin.com/company/alcoa-flexible-packaging",,,,,
,"C & E SERVICES, INC.","✅ C & E SERVICES","C & E SERVICES",,"Chemical Manufacturing","51-200 employees",,"VIENNA, Virginia","United States","chemengineering.com","https://www.linkedin.com/company/c-&-e-services-inc.",,,,,
,"SanitizersPlus","✅ SanitizersPlus","SanitizersPlus","Sanitizers Plus is the nation’s premier supplier of EPA-approved sanitizers, disinfectants, wipes, cleaners and sanitizing equipment. From ready-to-use and concentrates to private labeled and name brands, we supply everything and anything in sanitizers and disinfectants in a wide variety of sizes from one ounce to 55-gallon containers. We provide a variety of best-in-class products and partner with premier manufacturers, including Armchem International and Victory Innovations Electrostatic Sprayers.","Chemical Manufacturing","11-50 employees","Privately Held","Pompano Beach, FL","United States","sanitizersplus.com","https://www.linkedin.com/company/sanitizersplus",,,,,
,"Baikowski International Corp","✅ Baikowski International","Baikowski International",,"Chemical Manufacturing","11-50 employees",,"Charlotte, North Carolina","United States","baikowski.com","https://www.linkedin.com/company/baikowski-international-corp",,,,,
,"LAMPIRE BIOLOGICAL LABS, INC.","✅ LAMPIRE BIOLOGICAL LABS","LAMPIRE BIOLOGICAL LABS",,"Chemical Manufacturing","51-200 employees",,"Ottsville, Pennsylvania","United States",,"https://www.linkedin.com/company/lampire-biological-labs-inc.",,,,,
,"CO2 Air","✅ CO2 Air","CO2 Air","CO2 Air is a regional CO2 distributor with a geographic footprint in Alabama, Florida, Georgia, Mississippi, North Carolina, South Carolina, and Tennessee.","Chemical Manufacturing","51-200 employees","Privately Held","Cumming, Georgia","United States","co2airinc.com","https://www.linkedin.com/company/co2-air",,,,,
