"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Shibe Vintage Sports","Shibe Vintage Sports, an independent specialty retailer, brings you vintage style team t-shirts, authentic jerseys, rare sports memorabilia, and Philly history.","Apparel and Fashion","11-50 employees","Privately Held","Philadelphia, Pennsylvania","United States","shibevintagesports.com","https://www.linkedin.com/company/shibe-vintage-sports"
,"Five Wits Brewing Company, LLC","Five Wits Brewing Company, LLC is a company based out of 100 W. Main St, Chattanooga, TN","Retail Apparel and Fashion","11-50 employees","Privately Held","Chattanooga, Tennessee","United States","fivewitsbrewing.com","https://www.linkedin.com/company/five-wits-brewing-company-llc"
,"R. BUTTI S.R.L.","COMMERCIO AL DETTAGLIO DI ABBIGLIAMENTO, CALZATURE, PELLETTERIE ED ACCESSORI","Retail Apparel and Fashion","11-50 employees","Partnership","COMO, Co","United States",,"https://www.linkedin.com/company/r.-butti-s.r.l."
,"Style Paris",,"Retail Apparel and Fashion","11-50 employees",,"San Francisco, California","United States","styleparis.info","https://www.linkedin.com/company/style-paris"
,"Vira Enterprises",,"Retail Apparel and Fashion","11-50 employees",,"Elkton, Florida","United States",,"https://www.linkedin.com/company/vira-enterprises"
,"Low Hanging Fruit Co.","The LHF CO executive team is committed to serving our clients and providing account management excellence that ultimately provides a superior consumer shopping experience and unparralled profitability for our account partners.

We are a powerhouse of industry experts for some of the top retailers, manufacturers, designers, and wholesalers in the world.

We are experts at Trend, Testing, Reacting, and empowering our partners to consistently beat their design, quality and profitability expectations.

LHF CO manages the capabilities of a full design house, providing customers with guidance on fashion trends, original designs, and delivering key market insights to our buyers’ merchandising activities. Our customers have come to rely on these services and place significant value on both the company’s creative expertise and our feeling for the pulse of fashion and customer trends.

With a view of weekly sales reports across our US retailer partners, we possess industry leading awareness of product trends and successful themes across multiple categories.

From the Web to hidden local boutiques, to conducting internal targeted focus groups, our core creative competencies leave no stone unturned in pursuit of relevant trend research and analysis.","Apparel and Fashion","11-50 employees","Privately Held","Monarch Beach, California","United States","lowhangingfruitco.com","https://www.linkedin.com/company/low-hanging-fruit-co."
,"Green Cotton",,"Apparel and Fashion","11-50 employees",,"Santa Fe, New Mexico","United States","greencotton.co.th","https://www.linkedin.com/company/green-cotton"
,"South Shore Customs","Our team specializes in screen printing, embroidery, direct-to-garment printing and heat transfer applications. With a strong commitment to quality and customer service, our shop can handle most any project you throw our way. Based out of Amityville, New York.","Retail Apparel and Fashion","11-50 employees","Partnership","Amityville, New York","United States","southshorecustoms.com","https://www.linkedin.com/company/south-shore-customs"
,"Scorpio Accessories LLC",,"Apparel and Fashion","11-50 employees",,"Warwick, RI","United States",,"https://www.linkedin.com/company/scorpio-accessories-llc"
,"Fashion Unlimited",,"Retail Apparel and Fashion","11-50 employees",,"Naples, Florida","United States","fashionunlimited.com.au","https://www.linkedin.com/company/fashion-unlimited"
,"Zoelle","At Zoelle, a woman-led brand, we believe fashion design should be about a passionate, whole-hearted effort to instill ingenuity, artisan experience, and textile innovation into wearable items.

Set in motion by former ISSEY MIYAKE Pleats Please designer Zoe Chen, designs for Zoelle exemplify uncompromising individuality and cerebral creativity. Inspired by her strong graphic sensibility, powerful imagination, and her relentless pursuit of self-actualization, Zoelle creates clothing and accessories that are masterful in its execution and art-infused uniqueness.","Retail Apparel and Fashion","11-50 employees","Privately Held","Sheridan, Wyoming","United States","zoelle.com","https://www.linkedin.com/company/zoellebybs"
,"Berkeley Hat Company","Small hat shop for men, women, and people of other orientations. Find any hat here, plus sunglasses, gloves, wigs, & more!","Retail Apparel and Fashion","11-50 employees","Privately Held","Berkeley, california","United States","berkeleyhat.com","https://www.linkedin.com/company/berkeley-hat-company"
,"Project Princess","Project Princess is a non-profit organization that provides high school girls in the Austin area an opportunity to attend their prom by relieving some of the costly expenses at our Boutique Day in the Spring. On this special weekend, each girl is paired with their own personal shopper and allowed to select a dress, pair of shoes, and accessories for her special night. We also provide several other services such as make-up suggestions, a goodie bag with donations from the Austin community, and a memory picture to remember this special day. Every year we raise money through projects such as our Project Princess Benefit Concert, Project Princess 5K, Project Princes BBQs, and Paddle for Project Princess in order to host our major event, Boutique Day. With philanthropy at the heart of our organization, we are able to make every girl feel like a princess. Project Princess was founded by Texas Lonestars, a spirit organization at The University of Texas.","Retail Apparel and Fashion","11-50 employees","Non Profit","Austin, Texas","United States","utprojectprincess.com","https://www.linkedin.com/company/project-princess"
,"Imperial Promotions","We offer you the most sought-after and quality brand name apparel and promotional items to co-brand with your company logo or design.. These items are creatively customized to ensure your brand and messaging really stands out.","Retail Apparel and Fashion","11-50 employees","Privately Held","West Roxbury, MA","United States","imperialpromotions.com","https://www.linkedin.com/company/imperialpromotions"
,"Toobydoo New York","Toobydoo is a children's wear fashion design company, located in Princeton, NJ. We are always looking for enthusiastic co-workers in the fields of design, data engineering, logistics, financials.","Apparel and Fashion","11-50 employees","Privately Held","Princeton, New Jersey","United States","toobydoo.com","https://www.linkedin.com/company/toobydoo"
,"F-Collective","The mission of F-Collective is to bring together the Atlanta fashion & technology community to encourage collaboration, promotion, and innovative partnerships in design, retail, brand awareness, and social engagement.","Retail Apparel and Fashion","11-50 employees","Privately Held","Atlanta","United States","f-collective.co","https://www.linkedin.com/company/atl-fashion-tech-collective"
