"Find companies","legal_name","Normalize Company Name","company_name","Description","Primary Industry","Size","Type","hq_location","Country","domain","LinkedIn URL","Exports Status","Perplexity AI","Update People Search (Find people Table) - 2025-07-23T00:23:14.108Z","Update People Search (Find people Table) - 2025-07-23T05:01:32.416Z","Update People Search (Find people Table) - 2025-07-25T07:31:30.042Z"
,"Mpi Technologies","✅ Mpi","Mpi","MPI Release LLC develops, engineers, formulates, and delivers innovative, customized silicone coated release liner products on film, paper, and specialty substrates.","Chemical Manufacturing","11-50 employees",,"Winchester, Massachusetts","United States",,"https://www.linkedin.com/company/mpi-technologies",,,,,
,"ATI ALLDYNE","✅ ATI ALLDYNE","ATI ALLDYNE",,"Chemical Manufacturing","11-50 employees",,"HUNTSVILLE, Alabama","United States",,"https://www.linkedin.com/company/ati-alldyne",,,,,
,"Pentamation Enterprises","✅ Pentamation Enterprises","Pentamation Enterprises",,"Chemical Manufacturing","51-200 employees",,"Ann Arbor, MI","United States",,"https://www.linkedin.com/company/pentamation-enterprises",,,,,
,"National Welders","✅ National Welders","National Welders",,"Chemical Manufacturing","11-50 employees",,"Monroe, North Carolina","United States",,"https://www.linkedin.com/company/national-welders",,,,,
,"LTL Color Compounders, Inc.","✅ LTL Color Compounders","LTL Color Compounders","Color thermoplastic engineering resins and additive compounding company in Philadelphia PA. Expert ISO color compounder for helthcare, medial, industrial and consumer goods, R&D for high performance plastics. Polycarbonate, acrylic, ABS, PC/ABS, nylon, PBT, PET, acetal, thermoplastic elastomers and specialty high temperature resin","Chemical Manufacturing","11-50 employees",,"Morrisville, Pennsylvania","United States","ltlcolor.com","https://www.linkedin.com/company/ltl-color-compounders-inc.",,,,,
,"Alabama Pest Control","✅ Alabama Pest Control","Alabama Pest Control",,"Chemical Manufacturing","11-50 employees",,"Hanceville, Alabama","United States","alabamapest.com","https://www.linkedin.com/company/alabama-pest-control",,,,,
,"Sparkle Corp","✅ Sparkle","Sparkle",,"Chemical Manufacturing","11-50 employees",,"Albuquerque, NM","United States","sparklecorp.com","https://www.linkedin.com/company/sparkle-corp",,,,,
,"PRL Glass Systems Inc.","✅ PRL Glass Systems","PRL Glass Systems",,"Chemical Manufacturing","201-500 employees",,"City Of Industry, California","United States","prlglass.com","https://www.linkedin.com/company/prl-glass-systems-inc.",,,,,
,"BAERLOCHER LMM, LLC","✅ BAERLOCHER LMM","BAERLOCHER LMM",,"Chemical Manufacturing","51-200 employees",,"Dover, Ohio","United States",,"https://www.linkedin.com/company/baerlocher-lmm-llc",,,,,
,"Profoam Distribution Ind","✅ Profoam Distribution Ind","Profoam Distribution Ind",,"Chemical Manufacturing","11-50 employees",,"Atlanta, Georgia","United States",,"https://www.linkedin.com/company/profoam-distribution-ind",,,,,
,"J E Merit Construction","✅ J E Merit Construction","J E Merit Construction",,"Chemical Manufacturing","11-50 employees",,"Dayton, Texas","United States","jacobs.com","https://www.linkedin.com/company/j-e-merit-construction",,,,,
,"NOVEL CHEMICAL SOLUTIONS","✅ NOVEL CHEMICAL SOLUTIONS","NOVEL CHEMICAL SOLUTIONS",,"Chemical Manufacturing","11-50 employees",,"CRETE, Nebraska","United States",,"https://www.linkedin.com/company/novel-chemical-solutions",,,,,
,"AV-DEC, L.L.C","✅ AV-DEC","AV-DEC","Av-DEC is a technical design and manufacturing company based in Fort Worth, Texas serving customers worldwide. Founded and operated by engineers, Av-DEC is","Chemical Manufacturing","51-200 employees",,"Fort Worth, Texas","United States","av-dec.com","https://www.linkedin.com/company/av-dec-l.l.c",,,,,
,"Dream Farm","✅ Dream Farm","Dream Farm",,"Chemical Manufacturing","11-50 employees",,"West Bend, WI","United States",,"https://www.linkedin.com/company/dream-farm",,,,,
,"ChemADVISOR, a UL Company","✅ ChemADVISOR, a UL","ChemADVISOR, a UL",,"Chemical Manufacturing","51-200 employees",,"Pittsburgh, Pennsylvania","United States",,"https://www.linkedin.com/company/chemadvisor-a-ul-company",,,,,
,"SOUTHERN STATES PHOSPHATE & FERTILIZER COMPANY","✅ SOUTHERN STATES PHOSPHATE & FERTILIZER","SOUTHERN STATES PHOSPHATE & FERTILIZER",,"Chemical Manufacturing","51-200 employees",,"Savannah, Georgia","United States",,"https://www.linkedin.com/company/southern-states-phosphate-&-fertilizer-company",,,,,
,"Toray Carbon Fibers America, Inc.","✅ Toray Carbon Fibers America","Toray Carbon Fibers America",,"Chemical Manufacturing","201-500 employees",,"Decatur, AL","United States","toraycfa.com","https://www.linkedin.com/company/toray-carbon-fibers-america-inc.",,,,,
,"STANDARD T CHEMICAL COMPANY, INC.","✅ STANDARD T CHEMICAL COMPANY","STANDARD T CHEMICAL COMPANY",,"Chemical Manufacturing","11-50 employees",,"CHICAGO, IL","United States",,"https://www.linkedin.com/company/standard-t-chemical-company-inc-",,,,,
,"Washrite Inc","✅ Washrite","Washrite","Wash Rite Orlando's Premier Pressure Washing Company Specializes in, Pressure Washing, Power Washing, Commercial Pressure Cleaning of all surfaces, Ultrasonic Blind and Shade Cleaning and Safe No Pressure Roof Cleaning. Serving Central Florida since 1991. Commercial and Residential 4076560442.","Chemical Manufacturing","11-50 employees",,"Upper Marlboro, Maryland","United States","washritecleaning.com","https://www.linkedin.com/company/washrite-inc",,,,,
,"Finish First","✅ Finish First","Finish First",,"Chemical Manufacturing","11-50 employees",,"San Francisco, California","United States","finishfirstpolish.com","https://www.linkedin.com/company/finish-first",,,,,
,"Flo Tec","✅ Flo Tec","Flo Tec",,"Chemical Manufacturing","11-50 employees",,"Spring, Texas","United States","floteco2.com","https://www.linkedin.com/company/flo-tec",,,,,
,"Clean Control Corporation | OdoBan","✅ Clean Control","Clean Control",,"Chemical Manufacturing","51-200 employees",,"Warner Robins, Georgia","United States",,"https://www.linkedin.com/company/clean-control-corporation-odoban",,,,,
,"Huntsman Polymers Corporation","✅ Huntsman Polymers","Huntsman Polymers",,"Chemical Manufacturing","501-1,000 employees",,"Salt Lake City, Utah","United States",,"https://www.linkedin.com/company/huntsman-polymers-corporation",,,,,
,"CLONTECH","✅ CLONTECH","CLONTECH",,"Chemical Manufacturing","201-500 employees",,"Mountain View, California","United States",,"https://www.linkedin.com/company/clontech",,,,,
,"Industrial Dielectrics, Inc.","✅ Industrial Dielectrics","Industrial Dielectrics",,"Chemical Manufacturing","201-500 employees",,"Noblesville, Indiana","United States",,"https://www.linkedin.com/company/industrial-dielectrics-inc.",,,,,
,"PanDukan","✅ PanDukan","PanDukan",,"Chemical Manufacturing","11-50 employees","Privately Held","Tacoma, Washington","United States",,"https://www.linkedin.com/company/pandukan",,,,,
,"Texas Petrochemical Holdings, Inc.","✅ Texas Petrochemical Holdings","Texas Petrochemical Holdings",,"Chemical Manufacturing","201-500 employees",,"Houston, Texas","United States",,"https://www.linkedin.com/company/texas-petrochemical-holdings-inc.",,,,,
,"Condea Servo LLC","✅ Condea Servo","Condea Servo",,"Chemical Manufacturing","11-50 employees",,"Piscataway, New Jersey","United States",,"https://www.linkedin.com/company/condea-servo-llc",,,,,
,"Tryco Machine Works, Ltd.","✅ Tryco Machine Works","Tryco Machine Works",,"Chemical Manufacturing","11-50 employees",,"Porter, Texas","United States",,"https://www.linkedin.com/company/tryco-machine-works-ltd.",,,,,
,"Arteva Specialties Sarl","✅ Arteva Specialties Sarl","Arteva Specialties Sarl",,"Chemical Manufacturing","11-50 employees",,"Charlotte, North Carolina","United States",,"https://www.linkedin.com/company/arteva-specialties-sarl",,,,,
,"Artisan Soapery","✅ Artisan Soapery","Artisan Soapery","Artisan Soapery - High quality handcrafted skin care","Chemical Manufacturing","11-50 employees",,"Morro Bay, California","United States","artisansoapery.com","https://www.linkedin.com/company/artisan-soapery",,,,,
,"The Faultless Starch/Bon Ami Company","✅ The Faultless Starch/Bon Ami","The Faultless Starch/Bon Ami","Since 1886, Bon Ami has been committed to offering a nontoxic household cleaner that works without the use of harsh chemicals.","Chemical Manufacturing","51-200 employees",,"Kansas City, Missouri","United States","bonami.com","https://www.linkedin.com/company/the-faultless-starch-bon-ami-company",,,,,
,"Specialty Industrial Products, Inc.","✅ Specialty Industrial Products","Specialty Industrial Products",,"Chemical Manufacturing","11-50 employees",,"Spartanburg, South Carolina","United States","lookchem.com","https://www.linkedin.com/company/specialty-industrial-products-inc-",,,,,
,"Wah Lee Co LTD","✅ Wah Lee Co","Wah Lee Co",,"Chemical Manufacturing","11-50 employees",,"Westerville, Ohio","United States",,"https://www.linkedin.com/company/wah-lee-co-ltd",,,,,
,"Superior Pool","✅ Superior Pool","Superior Pool",,"Chemical Manufacturing","11-50 employees",,"Twin Lakes, Wisconsin","United States",,"https://www.linkedin.com/company/superior-pool",,,,,
,"PENSAR OTRA VEZ, INC","✅ PENSAR OTRA VEZ","PENSAR OTRA VEZ",,"Chemical Manufacturing","11-50 employees",,"Tucson, Arizona","United States",,"https://www.linkedin.com/company/pensar-otra-vez-inc",,,,,
,"SMACS UCLA","✅ SMACS UCLA","SMACS UCLA","Student Members of the American Chemical Society
UCLA Chapter","Chemical Manufacturing","11-50 employees","Public Company","Los Angeles , California","United States","ucla.edu","https://www.linkedin.com/company/smacs-ucla",,,,,
,"Coffeyville Country Club","✅ Coffeyville Country Club","Coffeyville Country Club",,"Chemical Manufacturing","11-50 employees",,"Coffeyville, Kansas","United States",,"https://www.linkedin.com/company/coffeyville-country-club",,,,,
,"Force Chem Technologies Drilling Fluids","✅ Force Chem Technologies Drilling Fluids","Force Chem Technologies Drilling Fluids","ForceChemTech provides cutting edge oilfield chemicals based on the most advanced technologies and top of the line customer service.","Chemical Manufacturing","11-50 employees",,"Broussard, Louisiana","United States","forcechemtech.com","https://www.linkedin.com/company/force-chem-technologies-drilling-fluids",,,,,
,"Pinova Holdings, Inc.","✅ Pinova Holdings","Pinova Holdings","Pinova Holdings","Chemical Manufacturing","501-1,000 employees",,"Brunswick, Georgia","United States","pinovaholdings.com","https://www.linkedin.com/company/pinova-holdings-inc.",,,,,
,"Baumar Industries Inc","✅ Baumar Industries","Baumar Industries","Contract Tablet Manufacturer

We cater to all industries that have a need for formula development, powder processing, tabletting service, and much more.  Baumar Industries offers full service production from concept through R&D, formulation, manufacturing, quality control, packaging and shipping from our facility at Nutley, New Jersey. We are developing many new and existing products and are dedicated to product innovation and working with technology.","Chemical Manufacturing","11-50 employees","Privately Held","Nutley, nj","United States","baumarindustries.com","https://www.linkedin.com/company/baumar-industries",,,,,
,"Caltech Industries","✅ Caltech Industries","Caltech Industries","Clorox Professional offers a variety of cleaning supplies and solutions for a variety of industries, including hospitals, foodservice, and hospitality.","Chemical Manufacturing","11-50 employees",,"Midland, Michigan","United States","caltechind.com","https://www.linkedin.com/company/caltech-industries",,,,,
,"Jamestown Scientific Industries, LLC","✅ Jamestown Scientific Industries","Jamestown Scientific Industries",,"Chemical Manufacturing","11-50 employees",,"Jamestown, New York","United States",,"https://www.linkedin.com/company/jamestown-scientific-industries-llc",,,,,
,"Amstar International Ltd.","✅ Amstar International","Amstar International",,"Chemical Manufacturing","11-50 employees",,"Houston, Texas","United States",,"https://www.linkedin.com/company/amstar-international-ltd.",,,,,
,"Windmill Private School","✅ Windmill Private School","Windmill Private School",,"Chemical Manufacturing","11-50 employees",,"Richardson, Texas","United States",,"https://www.linkedin.com/company/windmill-private-school",,,,,
,"TruCoat - Coatings You Can Trust","✅ TruCoat","TruCoat","TruCoat exclusively manufactures high-performance water based paints and stains for fiberglass pultrusions and fiberglass doors.  After five years of research and development, we have created a coating that combines the optimal performance characteristics home owners, contractors and manufacturers have been seeking.","Chemical Manufacturing","11-50 employees","Public Company","Omaha, Nebraska","United States","trucoat.us","https://www.linkedin.com/company/trucoat",,,,,
,"Biscayne Chemical","✅ Biscayne Chemical","Biscayne Chemical",,"Chemical Manufacturing","11-50 employees",,"Key West, FL","United States","biscaynechemicalinc.com","https://www.linkedin.com/company/biscayne-chemical",,,,,
,"EFC LLC","✅ EFC","EFC",,"Chemical Manufacturing","11-50 employees",,"Commack, New York","United States",,"https://www.linkedin.com/company/efc-llc",,,,,
,"aFlex Group","✅ aFlex","aFlex","- We are a manufacturers and distributors for processing aid used in all polymers for Vulcanization and De-Vulcanization. 
- One Processing aid for all polymers
- We are Houston based","Chemical Manufacturing","11-50 employees","Privately Held","Houston, TX","United States",,"https://www.linkedin.com/company/aflex-group",,,,,
,"GE Sealants & Adhesives, Inc.","✅ GE Sealants & Adhesives","GE Sealants & Adhesives","Learn how GE Caulk can help you weatherize your home and save money, time, and energy.","Chemical Manufacturing","11-50 employees",,"Huntersville, North Carolina","United States","gesealants.com","https://www.linkedin.com/company/ge-sealants-&-adhesives-inc.",,,,,
,"Pertech Resources Inc","✅ Pertech Resources","Pertech Resources",,"Chemical Manufacturing","11-50 employees",,"Riverton, Wyoming","United States",,"https://www.linkedin.com/company/pertech-resources-inc",,,,,
,"Coastal Corporation","✅ Coastal","Coastal",,"Chemical Manufacturing","11-50 employees",,"Houston, Texas","United States",,"https://www.linkedin.com/company/coastal-corporation",,,,,
,"Proske Plastic Products Inc","✅ Proske Plastic Products","Proske Plastic Products",,"Chemical Manufacturing","11-50 employees",,"Houston, Texas","United States",,"https://www.linkedin.com/company/proske-plastic-products-inc",,,,,
,"EPI Advanced, LLC","✅ EPI Advanced","EPI Advanced",,"Chemical Manufacturing","11-50 employees",,"Sherman, Mississippi","United States",,"https://www.linkedin.com/company/epi-advanced-llc",,,,,
,"Flexfab Horizons International, Inc.","✅ Flexfab Horizons International","Flexfab Horizons International","Engineering Trust. Around the World. Flexfab manufactures silicone hoses, tubing, ducting, and electronic components. Our proprietary process of compounding...","Chemical Manufacturing","501-1,000 employees",,"Hastings, Michigan","United States","flexfab.com","https://www.linkedin.com/company/flexfab-horizons-international-inc.",,,,,
